# project_name,OG
# subproject_name,
# primary_contact,Shannon Corrigan
# primary_contact_institution,Ocean Genomes Minderoo Ocean Omics Centre at University of Western Australia Crawley Perth Australia
# primary_contact_email,oceangenomes@uwa.edu.au
# date_of_update,17/06/2024
# schema_version,ebp_species_goat_2.6
"ncbi_taxon_id","species","subspecies","family","target_list_status","sequencing_status","synonym","publication_id"
"-","Suezichthys ornatus","-","Labridae","long_list","-","Suezichthys ornatus","-"
"-","Suezichthys rosenblatti","-","Labridae","long_list","-","Suezichthys rosenblatti","-"
"-","Suezichthys russelli","-","Labridae","long_list","-","Suezichthys russelli","-"
"2986105","Suezichthys soelae","-","Labridae","long_list","-","-","-"
"191725","Symphodus bailloni","-","Labridae","long_list","-","-","-"
"2928631","Symphodus caeruleus","-","Labridae","long_list","-","-","-"
"191724","Symphodus cinereus","-","Labridae","long_list","-","-","-"
"202597","Symphodus doderleini","-","Labridae","long_list","-","-","-"
"202598","Symphodus mediterraneus","-","Labridae","long_list","-","-","-"
"171736","Symphodus melops","-","Labridae","long_list","-","-","-"
"130472","Symphodus ocellatus","-","Labridae","long_list","-","-","-"
"191726","Symphodus roissali","-","Labridae","long_list","-","-","-"
"171737","Symphodus rostratus","-","Labridae","long_list","-","-","-"
"202600","Symphodus tinca","-","Labridae","long_list","-","-","-"
"171733","Symphodus trutta","-","Labridae","long_list","-","-","-"
"202602","Tautoga onitis","-","Labridae","long_list","-","-","-"
"34787","Tautogolabrus adspersus","-","Labridae","long_list","-","-","-"
"2986106","Terelabrus dewapyle","-","Labridae","long_list","-","-","-"
"2990621","Terelabrus flavocephalus","-","Labridae","long_list","-","-","-"
"1984851","Terelabrus rubrovittatus","-","Labridae","long_list","sample_acquired","-","-"
"-","Terelabrus zonalis","-","Labridae","long_list","-","Terelabrus zonalis","-"
"239039","Thalassoma amblycephalum","-","Labridae","long_list","-","-","-"
"239032","Thalassoma ascensionis","-","Labridae","long_list","-","-","-"
"239040","Thalassoma ballieui","-","Labridae","long_list","-","-","-"
"76338","Thalassoma bifasciatum","-","Labridae","long_list","-","-","-"
"239042","Thalassoma cupido","-","Labridae","long_list","-","-","-"
"239043","Thalassoma duperrey","-","Labridae","long_list","-","-","-"
"239044","Thalassoma genivittatum","-","Labridae","long_list","-","-","-"
"239370","Thalassoma grammaticum","-","Labridae","long_list","-","-","-"
"219283","Thalassoma hardwicke","-","Labridae","long_list","-","-","-"
"239045","Thalassoma hebraicum","-","Labridae","long_list","-","-","-"
"2589329","Thalassoma heiseri","-","Labridae","long_list","-","-","-"
"239046","Thalassoma jansenii","-","Labridae","long_list","-","-","-"
"239047","Thalassoma loxum","-","Labridae","long_list","-","-","-"
"239048","Thalassoma lucasanum","-","Labridae","long_list","-","-","-"
"219410","Thalassoma lunare","-","Labridae","long_list","-","-","-"
"239049","Thalassoma lutescens","-","Labridae","long_list","-","-","-"
"239033","Thalassoma newtoni","-","Labridae","long_list","-","-","-"
"1647171","Thalassoma nigrofasciatum","-","Labridae","long_list","-","-","-"
"239034","Thalassoma noronhanum","-","Labridae","long_list","-","-","-"
"202603","Thalassoma pavo","-","Labridae","long_list","-","-","-"
"219413","Thalassoma purpureum","-","Labridae","long_list","-","-","-"
"219412","Thalassoma quinquevittatum","-","Labridae","long_list","-","-","-"
"239056","Thalassoma robertsoni","-","Labridae","long_list","-","-","-"
"239057","Thalassoma rueppellii","-","Labridae","long_list","-","-","-"
"239036","Thalassoma sanctaehelenae","-","Labridae","long_list","-","-","-"
"-","Thalassoma septemfasciatum","-","Labridae","long_list","-","Thalassoma septemfasciatum","-"
"239059","Thalassoma trilobatum","-","Labridae","long_list","-","-","-"
"239060","Thalassoma virens","-","Labridae","long_list","-","-","-"
"1156149","Wetmorella albofasciata","-","Labridae","long_list","-","-","-"
"241351","Wetmorella nigropinnata","-","Labridae","long_list","-","-","-"
"2986107","Wetmorella tanakai","-","Labridae","long_list","-","-","-"
"-","Xenojulis margaritacea","-","Labridae","long_list","-","Xenojulis margaritacea","-"
"-","Xiphocheilus typus","-","Labridae","long_list","-","Xiphocheilus typus","-"
"-","Xyrichtys blanchardi","-","Labridae","long_list","-","Xyrichtys blanchardi","-"
"-","Xyrichtys incandescens","-","Labridae","long_list","-","Xyrichtys incandescens","-"
"-","Xyrichtys javanicus","-","Labridae","long_list","-","Xyrichtys javanicus","-"
"13764","Xyrichtys martinicensis","-","Labridae","long_list","-","-","-"
"1182157","Xyrichtys mundiceps","-","Labridae","long_list","-","-","-"
"13765","Xyrichtys novacula","-","Labridae","long_list","-","-","-"
"-","Xyrichtys rajagopalani","-","Labridae","long_list","-","Xyrichtys rajagopalani","-"
"-","Xyrichtys sanctaehelenae","-","Labridae","long_list","-","Xyrichtys sanctaehelenae","-"
"13766","Xyrichtys splendens","-","Labridae","long_list","-","-","-"
"-","Xyrichtys victori","-","Labridae","long_list","-","Xyrichtys victori","-"
"-","Xyrichtys virens","-","Labridae","long_list","-","Xyrichtys virens","-"
"1182159","Xyrichtys wellingtoni","-","Labridae","long_list","-","-","-"
"490323","Gnathodentex aureolineatus","-","Lethrinidae","long_list","-","-","-"
"443696","Gymnocranius audleyi","-","Lethrinidae","long_list","-","-","-"
"182645","Gymnocranius elongatus","-","Lethrinidae","long_list","-","-","-"
"1508081","Gymnocranius euanus","-","Lethrinidae","long_list","sample_acquired","-","-"
"2578286","Gymnocranius frenatus","-","Lethrinidae","long_list","-","-","-"
"182646","Gymnocranius grandoculis","-","Lethrinidae","long_list","-","-","-"
"182647","Gymnocranius griseus","-","Lethrinidae","long_list","-","-","-"
"1414475","Gymnocranius microdon","-","Lethrinidae","long_list","-","-","-"
"2044308","Gymnocranius obesus","-","Lethrinidae","long_list","-","-","-"
"1871310","Gymnocranius oblongus","-","Lethrinidae","long_list","-","-","-"
"1871713","Gymnocranius satoi","-","Lethrinidae","long_list","-","-","-"
"2754380","Gymnocranius superciliosus","-","Lethrinidae","long_list","-","-","-"
"1828435","Lethrinus amboinensis","-","Lethrinidae","long_list","-","-","-"
"182648","Lethrinus atkinsoni","-","Lethrinidae","long_list","-","-","-"
"182649","Lethrinus atlanticus","-","Lethrinidae","long_list","-","-","-"
"182650","Lethrinus borbonicus","-","Lethrinidae","long_list","-","-","-"
"475166","Lethrinus conchyliatus","-","Lethrinidae","long_list","-","-","-"
"1003751","Lethrinus crocineus","-","Lethrinidae","long_list","-","-","-"
"-","Lethrinus enigmaticus","-","Lethrinidae","long_list","-","Lethrinus enigmaticus","-"
"182651","Lethrinus erythracanthus","-","Lethrinidae","long_list","-","-","-"
"182652","Lethrinus erythropterus","-","Lethrinidae","long_list","-","-","-"
"182653","Lethrinus genivittatus","-","Lethrinidae","long_list","-","-","-"
"490264","Lethrinus haematopterus","-","Lethrinidae","long_list","-","-","-"
"182654","Lethrinus harak","-","Lethrinidae","long_list","-","-","-"
"182655","Lethrinus laticaudis","-","Lethrinidae","long_list","data_generation","-","-"
"182656","Lethrinus lentjan","-","Lethrinidae","long_list","-","-","-"
"443702","Lethrinus mahsena","-","Lethrinidae","long_list","-","-","-"
"182657","Lethrinus microdon","-","Lethrinidae","long_list","-","-","-"
"132107","Lethrinus miniatus","-","Lethrinidae","long_list","-","-","-"
"2872332","Lethrinus mitchelli","-","Lethrinidae","long_list","-","-","-"
"182658","Lethrinus nebulosus","-","Lethrinidae","family_representative","in_assembly","-","-"
"182659","Lethrinus obsoletus","-","Lethrinidae","long_list","-","-","-"
"182660","Lethrinus olivaceus","-","Lethrinidae","long_list","-","-","-"
"119721","Lethrinus ornatus","-","Lethrinidae","long_list","-","-","-"
"-","Lethrinus punctulatus","-","Lethrinidae","long_list","in_assembly","-","-"
"1099944","Lethrinus ravus","-","Lethrinidae","long_list","-","-","-"
"182661","Lethrinus reticulatus","-","Lethrinidae","long_list","-","-","-"
"119722","Lethrinus rubrioperculatus","-","Lethrinidae","long_list","-","-","-"
"182662","Lethrinus semicinctus","-","Lethrinidae","long_list","-","-","-"
"1874220","Lethrinus variegatus","-","Lethrinidae","long_list","-","-","-"
"490265","Lethrinus xanthochilus","-","Lethrinidae","long_list","-","-","-"
"384591","Monotaxis grandoculis","-","Lethrinidae","long_list","sample_acquired","-","-"
"1647195","Monotaxis heterodon","-","Lethrinidae","long_list","-","-","-"
"182664","Wattsia mossambica","-","Lethrinidae","long_list","-","-","-"
"396779","Aphareus furca","-","Lutjanidae","long_list","data_generation","-","-"
"443676","Aphareus rutilans","-","Lutjanidae","long_list","-","-","-"
"396781","Aprion virescens","-","Lutjanidae","long_list","data_generation","-","-"
"617122","Apsilus dentatus","-","Lutjanidae","long_list","-","-","-"
"546540","Apsilus fuscus","-","Lutjanidae","long_list","-","-","-"
"2780509","Etelis boweni","-","Lutjanidae","long_list","-","-","-"
"443693","Etelis carbunculus","-","Lutjanidae","long_list","data_generation","-","-"
"1003729","Etelis coruscans","-","Lutjanidae","long_list","in_assembly","-","-"
"40509","Etelis oculatus","-","Lutjanidae","long_list","-","-","-"
"1508077","Etelis radiosus","-","Lutjanidae","long_list","-","-","-"
"1412450","Hoplopagrus guentherii","-","Lutjanidae","long_list","-","-","-"
"1828465","Lipocheilus carnolabrum","-","Lutjanidae","long_list","-","-","-"
"396783","Lutjanus adetii","-","Lutjanidae","long_list","-","-","-"
"1934099","Lutjanus agennes","-","Lutjanidae","long_list","-","-","-"
"2059344","Lutjanus alexandrei","-","Lutjanidae","long_list","-","-","-"
"-","Lutjanus ambiguus","-","Lutjanidae","long_list","-","Lutjanus ambiguus","-"
"40495","Lutjanus analis","-","Lutjanidae","long_list","-","-","-"
"40502","Lutjanus apodus","-","Lutjanidae","long_list","-","-","-"
"1510566","Lutjanus aratus","-","Lutjanidae","long_list","-","-","-"
"211834","Lutjanus argentimaculatus","-","Lutjanidae","long_list","-","-","-"
"319431","Lutjanus argentiventris","-","Lutjanidae","long_list","-","-","-"
"520515","Lutjanus bengalensis","-","Lutjanidae","long_list","-","-","-"
"1206920","Lutjanus biguttatus","-","Lutjanidae","long_list","-","-","-"
"1267419","Lutjanus bitaeniatus","-","Lutjanidae","long_list","-","-","-"
"396784","Lutjanus bohar","-","Lutjanidae","long_list","data_generation","-","-"
"1780177","Lutjanus boutton","-","Lutjanidae","long_list","-","-","-"
"40504","Lutjanus buccanella","-","Lutjanidae","long_list","-","-","-"
"40505","Lutjanus campechanus","-","Lutjanidae","long_list","-","-","-"
"396785","Lutjanus carponotatus","-","Lutjanidae","long_list","in_assembly","-","-"
"2301322","Lutjanus coeruleolineatus","-","Lutjanidae","long_list","-","-","-"
"697225","Lutjanus colorado","-","Lutjanidae","long_list","-","-","-"
"40501","Lutjanus cyanopterus","-","Lutjanidae","long_list","-","-","-"
"119723","Lutjanus decussatus","-","Lutjanidae","long_list","-","-","-"
"490266","Lutjanus dentatus","-","Lutjanidae","long_list","-","-","-"
"1378172","Lutjanus dodecacanthoides","-","Lutjanidae","long_list","-","-","-"
"909121","Lutjanus ehrenbergii","-","Lutjanidae","long_list","-","-","-"
"-","Lutjanus endecacanthus","-","Lutjanidae","long_list","-","Lutjanus endecacanthus","-"
"211835","Lutjanus erythropterus","-","Lutjanidae","long_list","in_assembly","-","-"
"2703934","Lutjanus fulgens","-","Lutjanidae","long_list","-","-","-"
"260525","Lutjanus fulviflamma","-","Lutjanidae","long_list","in_assembly","-","-"
"260524","Lutjanus fulvus","-","Lutjanidae","long_list","data_generation","-","-"
"396786","Lutjanus gibbus","-","Lutjanidae","long_list","-","-","-"
"497153","Lutjanus goldiei","-","Lutjanidae","long_list","-","-","-"
"1910901","Lutjanus goreensis","-","Lutjanidae","long_list","-","-","-"
"40503","Lutjanus griseus","-","Lutjanidae","long_list","-","-","-"
"-","Lutjanus guilcheri","-","Lutjanidae","long_list","-","Lutjanus guilcheri","-"
"455479","Lutjanus guttatus","-","Lutjanidae","long_list","-","-","-"
"1458370","Lutjanus indicus","-","Lutjanidae","long_list","-","-","-"
"1510567","Lutjanus inermis","-","Lutjanidae","long_list","-","-","-"
"40494","Lutjanus jocu","-","Lutjanidae","long_list","-","-","-"
"273455","Lutjanus johnii","-","Lutjanidae","long_list","-","-","-"
"-","Lutjanus jordani","-","Lutjanidae","long_list","-","Lutjanus jordani","-"
"396787","Lutjanus kasmira","-","Lutjanidae","long_list","-","-","-"
"443703","Lutjanus lemniscatus","-","Lutjanidae","long_list","in_assembly","-","-"
"1223551","Lutjanus lunulatus","-","Lutjanidae","long_list","-","-","-"
"475167","Lutjanus lutjanus","-","Lutjanidae","long_list","-","-","-"
"1087062","Lutjanus madras","-","Lutjanidae","long_list","-","-","-"
"40497","Lutjanus mahogoni","-","Lutjanidae","long_list","-","-","-"
"218797","Lutjanus malabaricus","-","Lutjanidae","long_list","-","-","-"
"-","Lutjanus mizenkoi","-","Lutjanidae","long_list","-","Lutjanus mizenkoi","-"
"396788","Lutjanus monostigma","-","Lutjanidae","long_list","-","-","-"
"990606","Lutjanus notatus","-","Lutjanidae","long_list","-","-","-"
"320609","Lutjanus novemfasciatus","-","Lutjanidae","long_list","-","-","-"
"-","Lutjanus octolineatus","-","Lutjanidae","long_list","-","Lutjanus octolineatus","-"
"425378","Lutjanus ophuysenii","-","Lutjanidae","long_list","-","-","-"
"1458371","Lutjanus papuensis","-","Lutjanidae","long_list","-","-","-"
"290247","Lutjanus peru","-","Lutjanidae","long_list","-","-","-"
"454142","Lutjanus purpureus","-","Lutjanidae","long_list","-","-","-"
"396789","Lutjanus quinquelineatus","-","Lutjanidae","long_list","in_assembly","-","-"
"215356","Lutjanus rivulatus","-","Lutjanidae","long_list","-","-","-"
"1828434","Lutjanus rufolineatus","-","Lutjanidae","long_list","-","-","-"
"232193","Lutjanus russellii","-","Lutjanidae","long_list","in_assembly","-","-"
"264213","Lutjanus sanguineus","-","Lutjanidae","long_list","-","-","-"
"-","Lutjanus sapphirolineatus","-","Lutjanidae","long_list","-","Lutjanus sapphirolineatus","-"
"232192","Lutjanus sebae","-","Lutjanidae","long_list","in_assembly","-","-"
"2707532","Lutjanus semicinctus","-","Lutjanidae","long_list","-","-","-"
"211833","Lutjanus stellatus","-","Lutjanidae","long_list","-","-","-"
"40496","Lutjanus synagris","-","Lutjanidae","long_list","-","-","-"
"1432685","Lutjanus timoriensis","-","Lutjanidae","long_list","-","-","-"
"1510568","Lutjanus viridis","-","Lutjanidae","long_list","-","-","-"
"379402","Lutjanus vitta","-","Lutjanidae","long_list","in_assembly","-","-"
"40500","Lutjanus vivanus","-","Lutjanidae","long_list","-","-","-"
"1697922","Lutjanus xanthopinnis","-","Lutjanidae","long_list","-","-","-"
"1099943","Macolor macularis","-","Lutjanidae","long_list","sample_acquired","-","-"
"396791","Macolor niger","-","Lutjanidae","long_list","-","-","-"
"40499","Ocyurus chrysurus","-","Lutjanidae","long_list","-","-","-"
"2759228","Paracaesio brevidentata","-","Lutjanidae","long_list","-","-","-"
"1522414","Paracaesio caerulea","-","Lutjanidae","long_list","-","-","-"
"2733910","Paracaesio gonzalesi","-","Lutjanidae","long_list","-","-","-"
"1828433","Paracaesio kusakarii","-","Lutjanidae","long_list","-","-","-"
"-","Paracaesio paragrapsimodon","-","Lutjanidae","long_list","-","Paracaesio paragrapsimodon","-"
"990997","Paracaesio sordida","-","Lutjanidae","long_list","-","-","-"
"1522415","Paracaesio stonei","-","Lutjanidae","long_list","-","-","-"
"-","Paracaesio waltervadi","-","Lutjanidae","long_list","-","Paracaesio waltervadi","-"
"1003771","Paracaesio xanthura","-","Lutjanidae","long_list","-","-","-"
"-","Parapristipomoides squamimaxillaris","-","Lutjanidae","long_list","-","Parapristipomoides squamimaxillaris","-"
"1256660","Pinjalo lewisi","-","Lutjanidae","long_list","-","-","-"
"264216","Pinjalo pinjalo","-","Lutjanidae","long_list","-","-","-"
"40511","Pristipomoides aquilonaris","-","Lutjanidae","long_list","-","-","-"
"1459836","Pristipomoides argyrogrammicus","-","Lutjanidae","long_list","-","-","-"
"1156133","Pristipomoides auricilla","-","Lutjanidae","long_list","-","-","-"
"398258","Pristipomoides filamentosus","-","Lutjanidae","long_list","-","-","-"
"1522400","Pristipomoides flavipinnis","-","Lutjanidae","long_list","-","-","-"
"-","Pristipomoides freemani","-","Lutjanidae","long_list","-","Pristipomoides freemani","-"
"1950938","Pristipomoides macrophthalmus","-","Lutjanidae","long_list","-","-","-"
"106585","Pristipomoides multidens","-","Lutjanidae","long_list","-","-","-"
"443712","Pristipomoides sieboldii","-","Lutjanidae","long_list","-","-","-"
"264210","Pristipomoides typus","-","Lutjanidae","long_list","in_assembly","-","-"
"1508078","Pristipomoides zonatus","-","Lutjanidae","long_list","in_assembly","-","-"
"1522437","Randallichthys filamentosus","-","Lutjanidae","long_list","-","-","-"
"40507","Rhomboplites aurorubens","-","Lutjanidae","long_list","-","-","-"
"396796","Symphorichthys spilurus","-","Lutjanidae","long_list","-","-","-"
"396798","Symphorus nematophorus","-","Lutjanidae","long_list","in_assembly","-","-"
"545417","Branchiostegus albus","-","Malacanthidae","long_list","-","-","-"
"545418","Branchiostegus argentatus","-","Malacanthidae","long_list","-","-","-"
"546018","Branchiostegus auratus","-","Malacanthidae","long_list","-","-","-"
"-","Branchiostegus australiensis","-","Malacanthidae","long_list","-","Branchiostegus australiensis","-"
"-","Branchiostegus biendong","-","Malacanthidae","long_list","-","Branchiostegus biendong","-"
"990562","Branchiostegus doliatus","-","Malacanthidae","long_list","-","-","-"
"-","Branchiostegus gloerfelti","-","Malacanthidae","long_list","-","Branchiostegus gloerfelti","-"
"-","Branchiostegus hedlandensis","-","Malacanthidae","long_list","-","Branchiostegus hedlandensis","-"
"-","Branchiostegus ilocanus","-","Malacanthidae","long_list","-","Branchiostegus ilocanus","-"
"270562","Branchiostegus japonicus","-","Malacanthidae","long_list","-","-","-"
"2569469","Branchiostegus okinawaensis","-","Malacanthidae","long_list","-","-","-"
"-","Branchiostegus paxtoni","-","Malacanthidae","long_list","-","Branchiostegus paxtoni","-"
"3040398","Branchiostegus saitoi","-","Malacanthidae","long_list","-","-","-"
"2578257","Branchiostegus sawakinensis","-","Malacanthidae","long_list","-","-","-"
"490249","Branchiostegus semifasciatus","-","Malacanthidae","long_list","-","-","-"
"-","Branchiostegus serratus","-","Malacanthidae","long_list","-","Branchiostegus serratus","-"
"-","Branchiostegus vittatus","-","Malacanthidae","long_list","-","Branchiostegus vittatus","-"
"546020","Branchiostegus wardi","-","Malacanthidae","long_list","-","-","-"
"319436","Caulolatilus affinis","-","Malacanthidae","long_list","-","-","-"
"-","Caulolatilus bermudensis","-","Malacanthidae","long_list","-","Caulolatilus bermudensis","-"
"1412985","Caulolatilus chrysops","-","Malacanthidae","long_list","-","-","-"
"2100588","Caulolatilus cyanops","-","Malacanthidae","long_list","-","-","-"
"-","Caulolatilus dooleyi","-","Malacanthidae","long_list","-","Caulolatilus dooleyi","-"
"-","Caulolatilus guppyi","-","Malacanthidae","long_list","-","Caulolatilus guppyi","-"
"-","Caulolatilus hubbsi","-","Malacanthidae","long_list","-","Caulolatilus hubbsi","-"
"1311425","Caulolatilus intermedius","-","Malacanthidae","long_list","-","-","-"
"490254","Caulolatilus microps","-","Malacanthidae","long_list","-","-","-"
"319437","Caulolatilus princeps","-","Malacanthidae","long_list","-","-","-"
"-","Caulolatilus williamsi","-","Malacanthidae","long_list","-","Caulolatilus williamsi","-"
"-","Hoplolatilus andamanensis","-","Malacanthidae","long_list","-","Hoplolatilus andamanensis","-"
"586826","Hoplolatilus chlupatyi","-","Malacanthidae","long_list","-","-","-"
"1206906","Hoplolatilus cuniculus","-","Malacanthidae","long_list","-","-","-"
"-","Hoplolatilus erdmanni","-","Malacanthidae","long_list","-","Hoplolatilus erdmanni","-"
"-","Hoplolatilus fourmanoiri","-","Malacanthidae","long_list","-","Hoplolatilus fourmanoiri","-"
"1267415","Hoplolatilus fronticinctus","-","Malacanthidae","long_list","-","-","-"
"-","Hoplolatilus geo","-","Malacanthidae","long_list","-","Hoplolatilus geo","-"
"-","Hoplolatilus luteus","-","Malacanthidae","long_list","-","Hoplolatilus luteus","-"
"586827","Hoplolatilus marcosi","-","Malacanthidae","long_list","-","-","-"
"-","Hoplolatilus oreni","-","Malacanthidae","long_list","-","Hoplolatilus oreni","-"
"-","Hoplolatilus pohle","-","Malacanthidae","long_list","-","Hoplolatilus pohle","-"
"274802","Hoplolatilus purpureus","-","Malacanthidae","long_list","-","-","-"
"-","Hoplolatilus randalli","-","Malacanthidae","long_list","-","Hoplolatilus randalli","-"
"2608441","Hoplolatilus starcki","-","Malacanthidae","long_list","-","-","-"
"390349","Lopholatilus chamaeleonticeps","-","Malacanthidae","long_list","-","-","-"
"458580","Lopholatilus villarii","-","Malacanthidae","long_list","-","-","-"
"990986","Malacanthus brevirostris","-","Malacanthidae","long_list","-","-","-"
"1003756","Malacanthus latovittatus","-","Malacanthidae","long_list","sample_acquired","-","-"
"1182015","Malacanthus plumieri","-","Malacanthidae","long_list","-","-","-"
"334896","Monodactylus argenteus","-","Monodactylidae","long_list","-","-","-"
"1003757","Monodactylus falciformis","-","Monodactylidae","long_list","-","-","-"
"3001911","Monodactylus kottelati","-","Monodactylidae","long_list","-","-","-"
"1367106","Monodactylus sebae","-","Monodactylidae","long_list","-","-","-"
"490343","Schuettea scalaripinnis","-","Monodactylidae","long_list","-","-","-"
"-","Schuettea woodwardi","-","Monodactylidae","long_list","-","Schuettea woodwardi","-"
"13489","Dicentrarchus labrax","-","Moronidae","long_list","-","-","-"
"94946","Dicentrarchus punctatus","-","Moronidae","long_list","-","-","-"
"46260","Morone americana","-","Moronidae","long_list","-","-","-"
"34816","Morone saxatilis","-","Moronidae","long_list","-","-","-"
"2794918","Nemipterus andamanensis","-","Nemipteridae","long_list","-","-","-"
"-","Nemipterus aurifilum","-","Nemipteridae","long_list","-","Nemipterus aurifilum","-"
"1979806","Nemipterus aurora","-","Nemipteridae","long_list","-","-","-"
"1982614","Nemipterus balinensis","-","Nemipteridae","long_list","-","-","-"
"2650370","Nemipterus balinensoides","-","Nemipteridae","long_list","-","-","-"
"450223","Nemipterus bathybius","-","Nemipteridae","long_list","-","-","-"
"1008424","Nemipterus bipunctatus","-","Nemipteridae","long_list","-","-","-"
"-","Nemipterus celebicus","-","Nemipteridae","long_list","-","Nemipterus celebicus","-"
"2736180","Nemipterus elaine","-","Nemipteridae","long_list","-","-","-"
"-","Nemipterus flavomandibularis","-","Nemipteridae","long_list","-","Nemipterus flavomandibularis","-"
"443706","Nemipterus furcosus","-","Nemipteridae","long_list","-","-","-"
"2578304","Nemipterus gracilis","-","Nemipteridae","long_list","-","-","-"
"443707","Nemipterus hexodon","-","Nemipteridae","long_list","-","-","-"
"-","Nemipterus isacanthus","-","Nemipteridae","long_list","-","Nemipterus isacanthus","-"
"445358","Nemipterus japonicus","-","Nemipteridae","long_list","-","-","-"
"119725","Nemipterus marginatus","-","Nemipteridae","long_list","-","-","-"
"445359","Nemipterus mesoprion","-","Nemipteridae","long_list","-","-","-"
"1157335","Nemipterus nematophorus","-","Nemipteridae","long_list","-","-","-"
"1982615","Nemipterus nematopus","-","Nemipteridae","long_list","-","-","-"
"1514931","Nemipterus nemurus","-","Nemipteridae","long_list","-","-","-"
"443708","Nemipterus peronii","-","Nemipteridae","long_list","-","-","-"
"1426789","Nemipterus randalli","-","Nemipteridae","long_list","-","-","-"
"2797472","Nemipterus sugillatus","-","Nemipteridae","long_list","-","-","-"
"1982616","Nemipterus tambuloides","-","Nemipteridae","long_list","-","-","-"
"-","Nemipterus theodorei","-","Nemipteridae","long_list","-","Nemipterus theodorei","-"
"1484652","Nemipterus thosaporni","-","Nemipteridae","long_list","-","-","-"
"450225","Nemipterus virgatus","-","Nemipteridae","long_list","-","-","-"
"-","Nemipterus vitiensis","-","Nemipteridae","long_list","-","Nemipterus vitiensis","-"
"1141920","Nemipterus zysron","-","Nemipteridae","long_list","-","-","-"
"2794020","Parascolopsis akatamae","-","Nemipteridae","long_list","-","-","-"
"1723701","Parascolopsis aspinosa","-","Nemipteridae","long_list","-","-","-"
"-","Parascolopsis baranesi","-","Nemipteridae","long_list","-","Parascolopsis baranesi","-"
"1723702","Parascolopsis boesemani","-","Nemipteridae","long_list","-","-","-"
"2735275","Parascolopsis capitinis","-","Nemipteridae","long_list","-","-","-"
"490341","Parascolopsis eriomma","-","Nemipteridae","long_list","-","-","-"
"1522401","Parascolopsis inermis","-","Nemipteridae","long_list","-","-","-"
"1982617","Parascolopsis melanophrys","-","Nemipteridae","long_list","-","-","-"
"-","Parascolopsis qantasi","-","Nemipteridae","long_list","-","Parascolopsis qantasi","-"
"-","Parascolopsis rufomaculata","-","Nemipteridae","long_list","-","Parascolopsis rufomaculata","-"
"3002122","Parascolopsis tanyactis","-","Nemipteridae","long_list","-","-","-"
"1585506","Parascolopsis tosensis","-","Nemipteridae","long_list","-","-","-"
"-","Parascolopsis townsendi","-","Nemipteridae","long_list","-","Parascolopsis townsendi","-"
"1141921","Pentapodus aureofasciatus","-","Nemipteridae","long_list","-","-","-"
"-","Pentapodus berryae","-","Nemipteridae","long_list","-","Pentapodus berryae","-"
"490271","Pentapodus bifasciatus","-","Nemipteridae","long_list","-","-","-"
"390362","Pentapodus caninus","-","Nemipteridae","long_list","-","-","-"
"1982618","Pentapodus emeryii","-","Nemipteridae","long_list","-","-","-"
"-","Pentapodus komodoensis","-","Nemipteridae","long_list","-","Pentapodus komodoensis","-"
"1141922","Pentapodus nagasakiensis","-","Nemipteridae","long_list","-","-","-"
"-","Pentapodus numberii","-","Nemipteridae","long_list","-","Pentapodus numberii","-"
"2578324","Pentapodus paradiseus","-","Nemipteridae","long_list","-","-","-"
"-","Pentapodus porosus","-","Nemipteridae","long_list","-","Pentapodus porosus","-"
"490272","Pentapodus setosus","-","Nemipteridae","long_list","-","-","-"
"1982619","Pentapodus trivittatus","-","Nemipteridae","long_list","-","-","-"
"-","Pentapodus vitta","-","Nemipteridae","long_list","-","Pentapodus vitta","-"
"1982624","Scaevius milii","-","Nemipteridae","long_list","-","-","-"
"490283","Scolopsis affinis","-","Nemipteridae","long_list","-","-","-"
"1647169","Scolopsis aurata","-","Nemipteridae","long_list","-","-","-"
"746842","Scolopsis bilineata","-","Nemipteridae","long_list","-","-","-"
"1003798","Scolopsis bimaculata","-","Nemipteridae","long_list","-","-","-"
"119746","Scolopsis ciliata","-","Nemipteridae","long_list","-","-","-"
"1141930","Scolopsis frenata","-","Nemipteridae","long_list","-","-","-"
"909126","Scolopsis ghanam","-","Nemipteridae","long_list","-","-","-"
"-","Scolopsis lacrima","-","Nemipteridae","long_list","-","Scolopsis lacrima","-"
"1035088","Scolopsis lineata","-","Nemipteridae","long_list","-","-","-"
"1035089","Scolopsis margaritifera","-","Nemipteridae","long_list","-","-","-"
"-","Scolopsis meridiana","-","Nemipteridae","long_list","-","Scolopsis meridiana","-"
"443717","Scolopsis monogramma","-","Nemipteridae","long_list","-","-","-"
"1806871","Scolopsis taeniata","-","Nemipteridae","long_list","-","-","-"
"443718","Scolopsis taenioptera","-","Nemipteridae","long_list","-","-","-"
"-","Scolopsis temporalis","-","Nemipteridae","long_list","-","Scolopsis temporalis","-"
"-","Scolopsis trilineata","-","Nemipteridae","long_list","-","Scolopsis trilineata","-"
"490285","Scolopsis vosmeri","-","Nemipteridae","long_list","-","-","-"
"1378173","Scolopsis xenochrous","-","Nemipteridae","long_list","-","-","-"
"241357","Haletta semifasciata","-","Odacidae","long_list","-","-","-"
"1582965","Heteroscarus acroptilus","-","Odacidae","long_list","in_assembly","-","-"
"241359","Neoodax balteatus","-","Odacidae","long_list","-","-","-"
"241362","Odax cyanoallix","-","Odacidae","long_list","-","-","-"
"241364","Odax pullus","-","Odacidae","long_list","-","-","-"
